IID,GEBV
1002822,-13.353
1002823,-25.8691
1002824,-11.5917
1002825,-11.9144
1002826,-19.1934
1002827,-25.7938
1002828,-14.8571
1002829,-13.3226
1002830,-12.5638
1002831,-16.1249
1002832,-14.949
1002833,-22.8684
1002834,-14.6293
1002835,-20.7511
1002836,-11.4777
1002837,-7.85978
1002838,-26.8245
1002839,-16.3394
1002840,-24.1035
1002841,-7.03365
1002842,-20.4434
1002843,-12.7487
1002844,-24.5475
1002845,-20.5541
1002846,-6.11667
1002847,-24.0432
1002848,-14.6784
1002849,-17.8875
1002850,-19.8032
1002851,-18.7605
1002852,-2.63458
1002853,-23.9967
1002854,-19.9393
1002855,-11.7935
1002856,-18.2646
1002857,0.926714
1002858,-16.5288
1002859,-16.5987
1002860,-23.1364
1002861,-16.4071
1002862,-17.5218
1002863,-8.0936
1002864,-14.0994
1002865,-8.91737
1002866,-7.59439
1002867,-21.9055
1002868,-17.1036
1002869,-15.1624
1002870,-14.1695
1002871,-8.53827
1002872,-19.826
1002873,-19.0034
1002874,-12.8895
1002875,-14.0426
1002876,-24.5899
1002877,-18.3662
1002878,-21.0959
1002879,-20.3413
1002880,-15.5517
1002881,-17.569
1002882,-4.20691
1002883,-16.7486
1002884,-17.9951
1002885,-14.1644
1002886,-11.8126
1002887,-20.5459
1002888,-22.4209
1002889,-20.4686
1002890,-22.8803
1002891,-21.3293
1002892,-14.5704
1002893,-17.0824
1002894,-15.6598
1002895,-9.38452
1002896,-26.0699
1002897,-7.26182
1002898,-17.6763
1002899,-14.4145
1002900,-16.1231
1002901,-12.4528
1002902,-21.5675
1002903,-12.0764
1002904,-16.6613
1002905,-18.2988
1002906,-9.88151
1002907,-19.4081
1002908,-19.8508
1002909,-25.2045
1002910,-23.9358
1002911,-19.4711
1002912,-30.9438
1002913,-17.0251
1002914,-20.8375
1002915,-15.4575
1002916,-11.8651
1002917,-16.759
1002918,-20.6223
1002919,-20.0648
1002920,-14.9094
1002921,-28.9478
1002922,-15.7499
1002923,-18.2047
1002924,-27.5553
1002925,-11.9702
1002926,-27.7657
1002927,-11.7866
1002928,-10.1807
1002929,-9.37499
1002930,-22.2787
1002931,-24.0706
1002932,-16.3442
1002933,-20.1458
1002934,-18.1685
1002935,-18.9185
1002936,-11.523
1002937,-29.6667
1002938,-17.8006
1002939,-19.6121
1002940,-18.5097
1002941,-21.1238
1002942,-26.3997
1002943,-17.2958
1002944,-14.7465
1002945,-14.1342
1002946,-15.4049
1002947,-14.6475
1002948,-15.9946
1002949,-22.7507
1002950,-18.2195
1002951,-21.6342
1002952,-18.2379
1002953,-14.6453
1002954,-21.0221
1002955,-7.56528
1002956,-27.3869
1002957,-17.8899
1002958,-17.4909
1002959,-17.2492
1002960,-13.0243
1002961,-12.7436
1002962,-18.2483
1002963,-18.9539
1002964,-10.414
1002965,-24.8186
1002966,-20.4799
1002967,-30.6867
1002968,-11.5349
1002969,-16.4314
1002970,-19.6225
1002971,-27.4875
1002972,-15.7921
1002973,-17.6948
1002974,-19.8896
1002975,-11.311
1002976,-8.05679
1002977,-26.6472
1002978,-26.5678
1002979,-19.5921
1002980,-20.3028
1002981,-12.7073
1002982,-22.7726
1002983,-13.2168
1002984,-23.7238
1002985,-24.3553
1002986,-26.9254
1002987,-16.3368
1002988,-11.8465
1002989,-6.17968
1002990,-16.9335
1002991,-15.5829
1002992,-10.4287
1002993,-14.7507
1002994,-16.7159
1002995,-18.7032
1002996,-26.3121
1002997,-10.4631
1002998,-19.7483
1002999,-9.28019
1003000,-18.9756
1003001,-19.3483
1003002,-13.9468
1003003,-23.0841
1003004,-24.0829
1003005,-14.4384
1003006,-16.7539
1003007,-16.6456
1003008,-20.8651
1003009,-9.77171
1003010,-9.74692
1003011,-8.0209
1003012,-17.6316
1003013,-20.7822
1003014,-21.6924
1003015,-23.0928
1003016,-20.1194
1003017,-9.5114
1003018,-18.7154
1003019,-20.5729
1003020,-14.288
1003021,-12.5549
1003022,-14.6063
1003023,-16.6242
1003024,-12.8897
1003025,-27.5073
1003026,-4.95031
1003027,-22.141
1003028,-16.835
1003029,-11.0217
1003030,-10.842
1003031,-23.8529
1003032,-16.6591
1003033,-11.941
1003034,-19.0838
1003035,-18.4795
1003036,-16.7034
1003037,-13.7291
1003038,-24.0235
1003039,-16.6264
1003040,-24.3018
1003041,-18.356
1003042,-21.027
1003043,-16.5617
1003044,-24.7501
1003045,-11.2589
1003046,-25.9194
1003047,-26.5161
1003048,-17.4861
1003049,-28.1705
1003050,-14.9936
1003051,-0.559689
1003052,-21.8184
1003053,-31.3617
1003054,-25.7013
1003055,-18.3494
1003056,-16.5538
1003057,-16.2986
1003058,-17.2776
1003059,-12.4147
1003060,-17.9998
1003061,-18.2606
1003062,-14.6653
1003063,-10.8306
1003064,-6.41461
1003065,-25.0061
1003066,-12.9628
1003067,-19.4206
1003068,-18.738
1003069,-23.2401
1003070,-15.3418
1003071,-17.2945
1003072,-23.5131
1003073,-17.5092
1003074,-14.5042
1003075,-16.0341
1003076,-22.5246
1003077,-16.6953
1003078,-21.0721
1003079,-13.3764
1003080,-16.0151
1003081,-18.2812
1003082,-19.0549
1003083,-25.5924
1003084,-10.4263
1003085,-16.3317
1003086,-15.7749
1003087,-20.1831
1003088,-16.165
1003089,-14.0149
1003090,-18.1432
1003091,-15.1537
1003092,-16.7361
1003093,-10.2085
1003094,-11.5313
1003095,-14.0899
1003096,-12.604
1003097,-13.2394
1003098,-12.4223
1003099,-15.1025
1003100,-8.51382
1003101,-20.1927
1003102,-22.3589
1003103,-14.968
1003104,-24.7207
1003105,-15.435
1003106,-16.0925
1003107,-18.3622
1003108,-21.6565
1003109,-9.22382
1003110,-25.3955
1003111,-17.7171
1003112,-7.72268
1003113,-23.9549
1003114,-6.37849
1003115,-16.0153
1003116,-17.7572
1003117,-14.9962
1003118,-12.5615
1003119,-19.5889
1003120,-7.1643
1003121,-11.1544
1003122,-10.8047
1003123,-11.6033
1003124,-19.452
1003125,-16.5153
1003126,-15.3847
1003127,-13.991
1003128,-23.4183
1003129,-19.4259
1003130,-14.8058
1003131,-12.2848
1003132,-9.08938
1003133,-5.93925
1003134,-23.1252
1003135,-18.5161
1003136,-9.57587
1003137,-27.5716
1003138,-19.2643
1003139,-11.642
1003140,-11.7718
1003141,-17.4797
1003142,-16.2794
1003143,-18.1349
1003144,-17.46
1003145,-14.6733
1003146,-12.0894
1003147,-24.3213
1003148,-18.5443
1003149,-9.96743
1003150,-11.8577
1003151,-19.265
1003152,-15.8407
1003153,-18.5777
1003154,-18.565
1003155,-4.69101
1003156,-20.7055
1003157,-28.5793
1003158,-14.3733
1003159,-13.0275
1003160,-10.0396
1003161,-11.3511
1003162,-22.7517
1003163,-15.2431
1003164,-20.4499
1003165,-13.7345
1003166,-17.8857
1003167,-17.5934
1003168,-19.7777
1003169,-16.0292
1003170,-13.97
1003171,-20.1185
1003172,-18.4181
1003173,-14.8359
1003174,-20.0816
1003175,-17.5416
1003176,-30.4046
1003177,-21.491
1003178,-19.5712
1003179,-13.8
1003180,-21.4733
1003181,-18.7912
1003182,-1.73903
1003183,-15.4017
1003184,-29.2257
1003185,-20.9804
1003186,-12.4687
1003187,-23.2262
1003188,-17.6468
1003189,-9.63693
1003190,-15.8923
1003191,-16.7519
1003192,-18.478
1003193,-22.8491
1003194,-10.4211
1003195,-8.56761
1003196,-28.7724
1003197,-9.48123
1003198,-21.2955
1003199,-21.6318
1003200,-21.2644
1003201,-31.6491
1003202,-23.9391
1003203,-14.5225
1003204,-23.9067
1003205,-26.8812
1003206,-18.5999
1003207,-27.7668
1003208,-23.8604
1003209,-26.5753
1003210,-20.9268
1003211,-19.0715
1003212,-21.1718
1003213,-13.9774
1003214,-23.7783
1003215,-16.7557
1003216,-9.58956
1003217,-13.7352
1003218,-22.3978
1003219,-20.9614
1003220,-9.03134
1003221,-16.3611
1003222,-21.2027
1003223,-17.4011
1003224,-15.3582
1003225,-20.4635
1003226,-20.2522
1003227,-19.223
1003228,-5.5672
1003229,-25.9033
1003230,-10.7485
1003231,-26.6422
1003232,-17.7546
1003233,-20.0625
1003234,-21.7034
1003235,-15.5355
1003236,-16.9556
1003237,-19.4783
1003238,-13.0536
1003239,-12.4233
1003240,-8.14418
1003241,-14.1223
1003242,-18.8873
1003243,-23.0852
1003244,-20.3035
1003245,-20.279
1003246,-16.4275
1003247,-6.71764
1003248,-13.9304
1003249,-12.2089
1003250,-14.1958
1003251,-12.6756
1003252,-21.2243
1003253,-19.5111
1003254,-22.3349
1003255,-24.6303
1003256,-15.0616
1003257,-22.9614
1003258,-14.6012
1003259,-8.4705
1003260,-19.8987
1003261,-14.9119
1003262,-17.9514
1003263,-19.754
1003264,-16.7504
1003265,-18.2552
1003266,-7.60793
1003267,-25.8947
1003268,-20.6585
1003269,-12.9215
1003270,-12.2077
1003271,-13.5613
1003272,-24.0914
1003273,-23.7814
1003274,-21.4664
1003275,-16.7282
1003276,-18.6255
1003277,-13.6647
1003278,-23.2288
1003279,-11.7069
1003280,-12.5061
1003281,-22.4813
1003282,-23.932
1003283,-17.4239
1003284,-14.9038
1003285,-21.8467
1003286,-19.2978
1003287,-22.7253
1003288,-22.475
1003289,-20.12
1003290,-22.8464
1003291,-24.9387
1003292,-14.9917
1003293,-17.2508
1003294,-13.1313
1003295,-30.2365
1003296,6.24031
1003297,-25.4568
1003298,-23.5832
1003299,-13.9436
1003300,-24.684
1003301,-9.56348
1003302,-10.0406
1003303,-12.3815
1003304,-14.0677
1003305,-21.6394
1003306,-12.4337
1003307,-14.5596
1003308,-19.9264
1003309,-24.4057
1003310,-15.3656
1003311,-12.776
1003312,-13.6373
1003313,-25.791
1003314,-15.431
1003315,-8.0126
1003316,-9.66246
1003317,-19.673
1003318,-16.5739
1003319,-13.8672
1003320,-11.143
1003321,-18.934
1003322,-19.3864
1003323,-10.1798
1003324,-15.3943
1003325,-20.2616
1003326,-16.5234
1003327,-17.6603
1003328,-19.0103
1003329,-26.6741
1003330,-14.4426
1003331,-27.9375
1003332,-7.94054
1003333,-33.9178
1003334,-11.8224
1003335,-13.9642
1003336,-11.2578
1003337,-18.8409
1003338,-16.9918
1003339,-21.2503
1003340,-18.4359
1003341,-17.8467
1003342,-16.6733
1003343,-21.9177
1003344,-16.8289
1003345,-20.7212
1003346,-18.9179
1003347,-18.3257
1003348,-19.4569
1003349,-10.1866
1003350,-12.8811
1003351,-24.6659
1003352,-15.3435
1003353,-17.8144
1003354,-7.65651
1003355,-21.6303
1003356,-16.9928
1003357,-27.922
1003358,-18.1695
1003359,-12.7877
1003360,-20.8633
1003361,-11.5279
1003362,-18.7264
1003363,-13.04
1003364,-25.8635
1003365,-21.0765
1003366,-17.333
1003367,-19.34
1003368,-13.9225
1003369,-21.1824
1003370,-6.89141
1003371,-20.6517
1003372,-19.554
1003373,-25.4391
1003374,-22.2844
1003375,-24.1859
1003376,-21.2193
1003377,-11.2133
1003378,-27.856
1003379,-22.9048
1003380,-25.5515
1003381,-15.0999
1003382,-18.5634
1003383,-18.5223
1003384,-19.6301
1003385,-25.0171
1003386,-18.4691
1003387,-15.9126
1003388,-13.7338
1003389,-16.2801
1003390,-18.1296
1003391,-14.4145
1003392,-20.4508
1003393,-24.38
1003394,-28.1184
1003395,-24.4093
1003396,-19.4571
1003397,-15.1679
1003398,-14.0749
1003399,-25.4585
1003400,-10.8392
1003401,-21.7313
1003402,-23.7917
1003403,-5.98075
1003404,-11.2867
1003405,-16.4364
1003406,-8.81703
1003407,-19.2528
1003408,-9.12595
1003409,-10.9559
1003410,-7.71049
1003411,-15.4485
1003412,-20.8237
1003413,-17.6679
1003414,-15.3056
1003415,-25.236
1003416,-10.0756
1003417,-17.1064
1003418,-20.1586
1003419,-21.2807
1003420,-22.0487
1003421,-22.3793
1003422,-27.4206
1003423,-23.5566
1003424,-17.3589
1003425,-12.2235
1003426,-16.1281
1003427,-13.8408
1003428,-9.99291
1003429,-8.19967
1003430,-23.9021
1003431,-20.9229
1003432,-19.88
1003433,-16.0853
1003434,-10.9787
1003435,-12.9222
1003436,-8.56867
1003437,-8.84628
1003438,-20.2447
1003439,-21.0606
1003440,-20.0532
1003441,-17.5536
1003442,-14.6098
1003443,-18.3515
1003444,-17.1783
1003445,-13.7317
1003446,-16.9447
1003447,-21.4053
1003448,-13.2773
1003449,-19.8347
1003450,-13.5221
1003451,-14.4102
1003452,-22.017
1003453,-26.8287
1003454,-21.5092
1003455,-7.93991
1003456,-10.3984
1003457,-21.9929
1003458,-19.3513
1003459,-15.3021
1003460,-13.4051
1003461,-12.7221
1003462,-11.5768
1003463,-3.60723
1003464,-20.2876
1003465,-17.9079
1003466,-11.4745
1003467,-18.1734
1003468,-12.1502
1003469,-23.2149
1003470,-15.5741
1003471,-23.728
1003472,-9.95254
1003473,-3.50618
1003474,-14.722
1003475,-13.4354
1003476,-11.4897
1003477,-14.4433
1003478,-17.7808
1003479,-22.2073
1003480,-17.3512
1003481,-12.1785
1003482,-22.851
1003483,-23.9488
1003484,-3.45996
1003485,-20.519
1003486,-22.2238
1003487,-6.44494
1003488,-10.7849
1003489,-9.60005
1003490,-16.3301
1003491,-23.7388
1003492,-11.8972
1003493,-19.4688
1003494,-10.6949
1003495,-14.235
1003496,-17.0757
1003497,-9.72016
1003498,-6.77204
1003499,-0.140712
1003500,-21.9825
1003501,-15.7578
1003502,-21.9386
1003503,-14.8126
1003504,-21.8554
1003505,-15.4201
1003506,-12.9525
1003507,-20.1881
1003508,-12.9207
1003509,-17.3076
1003510,-18.9997
1003511,-21.1063
1003512,-13.4662
1003513,-22.9382
1003514,-18.0269
1003515,-12.7322
1003516,-18.3311
1003517,-13.2284
1003518,-20.227
1003519,-21.6822
1003520,-18.377
1003521,-17.7271
1003522,-9.79966
1003523,-15.4666
1003524,-26.0173
1003525,-21.1093
1003526,-21.8968
1003527,-14.6151
1003528,-21.4796
1003529,-17.8284
1003530,-20.4335
1003531,-16.4802
1003532,-11.3121
1003533,-9.2672
1003534,-5.72752
1003535,-13.0797
1003536,-12.6895
1003537,-25.0001
1003538,-17.6758
1003539,-10.8459
1003540,-31.4601
1003541,-18.8485
1003542,-16.6497
1003543,-12.9367
1003544,-13.303
1003545,-14.657
1003546,-18.1528
1003547,-16.4346
1003548,-20.7436
1003549,-13.0308
1003550,-11.9047
1003551,-21.3038
1003552,-22.7644
1003553,-22.4639
1003554,-23.7878
1003555,-13.5746
1003556,-5.3085
1003557,-16.9238
1003558,-18.7462
1003559,-23.1997
1003560,-4.45458
1003561,-21.5834
1003562,-19.6536
1003563,-13.3477
1003564,-16.3155
1003565,-25.4024
1003566,-15.7282
1003567,-22.3946
1003568,-17.3896
1003569,-28.0032
1003570,-24.3501
1003571,-23.2131
1003572,-16.3251
1003573,-20.3244
1003574,-17.4644
1003575,-21.8168
1003576,-16.1892
1003577,-3.94471
1003578,-8.99019
1003579,-19.2932
1003580,-12.3896
1003581,-18.0419
1003582,-23.1792
1003583,-17.4212
1003584,-5.57793
1003585,-11.5377
1003586,-14.7126
1003587,-23.2827
1003588,-23.7416
1003589,-15.5707
1003590,-17.0088
1003591,-23.2459
1003592,-12.8229
1003593,-15.9064
1003594,-21.4786
1003595,-20.2609
1003596,-21.4864
1003597,-24.3457
1003598,-17.7412
1003599,-17.0764
1003600,-10.4426
1003601,-19.5648
1003602,-16.3323
1003603,-11.7072
1003604,-11.8357
1003605,-16.371
1003606,-17.7412
1003607,-20.7881
1003608,-12.4974
1003609,-9.6581
1003610,-19.8306
1003611,-18.8691
1003612,-17.0992
1003613,-19.1698
1003614,-9.31079
1003615,-11.5444
1003616,-17.2306
1003617,-18.5378
1003618,-10.9416
1003619,-17.8732
1003620,-14.5506
1003621,-6.09607
1003622,-23.4263
1003623,-10.8462
1003624,-3.37494
1003625,-18.3055
1003626,-16.8211
1003627,-14.2497
1003628,-12.9593
1003629,-20.7014
1003630,-9.25892
1003631,-20.8491
1003632,-14.597
1003633,-14.0565
1003634,-15.1832
1003635,-10.5768
1003636,-18.5208
1003637,-22.8504
1003638,-15.2698
1003639,-7.84153
1003640,-16.6977
1003641,-27.3159
1003642,-22.7772
1003643,-8.39112
1003644,-17.3663
1003645,-23.2116
1003646,-14.5115
1003647,-33.3775
1003648,-12.4631
1003649,0.0188839
1003650,-8.42473
1003651,-21.2106
1003652,-29.3067
1003653,-16.4091
1003654,-22.1055
1003655,-18.2426
1003656,-10.9116
1003657,-20.5823
1003658,-19.7746
1003659,-20.7187
1003660,-28.456
1003661,-19.332
1003662,-10.5906
1003663,-19.1455
1003664,-19.9623
1003665,-18.8475
1003666,-16.0542
1003667,-4.61461
1003668,-14.9307
1003669,-18.4932
1003670,-15.8033
1003671,-9.96806
1003672,-19.9111
1003673,-12.5494
1003674,-14.1029
1003675,-18.8093
1003676,-2.88628
1003677,-12.6726
1003678,-19.2561
1003679,-28.0011
1003680,-26.0643
1003681,-20.217
1003682,-20.1216
1003683,-13.5959
1003684,-5.85016
1003685,-19.6991
1003686,-28.7196
1003687,-11.1232
1003688,-19.1126
1003689,-13.8599
1003690,-27.3255
1003691,-20.7842
1003692,-26.4857
1003693,-11.5323
1003694,-22.9116
1003695,-19.7119
1003696,-15.7042
1003697,-27.2226
1003698,-6.14537
1003699,-24.2817
1003700,-22.1158
1003701,-6.26351
1003702,-18.15
1003703,-10.3493
1003704,-24.3773
1003705,-14.4518
1003706,-18.7661
1003707,-17.1217
1003708,-21.7487
1003709,-21.8659
1003710,-15.9669
1003711,-17.6382
1003712,-19.683
1003713,-29.3912
1003714,-29.466
1003715,-2.25743
1003716,-13.8542
1003717,-16.8613
1003718,-15.2754
1003719,-10.1363
1003720,-18.6723
1003721,-12.6726
1003722,-21.7945
1003723,-17.0222
1003724,-12.1783
1003725,-11.4174
1003726,-10.5155
1003727,-20.1182
1003728,-10.4139
1003729,-19.9328
1003730,-26.043
1003731,-10.6909
1003732,-18.3419
1003733,-13.6089
1003734,-12.3185
1003735,-19.4721
1003736,-12.0472
1003737,-21.5824
1003738,-18.4178
1003739,-13.768
1003740,-16.7894
1003741,-6.10684
1003742,-14.9762
1003743,-14.3454
1003744,-27.412
1003745,-11.7618
1003746,-15.6619
1003747,-14.5626
1003748,-24.6403
1003749,-12.7966
1003750,-23.6876
1003751,-13.302
1003752,-17.6596
1003753,-13.9368
1003754,-14.2895
1003755,-16.7354
1003756,-20.2025
1003757,-22.5259
1003758,-14.9193
1003759,-19.6002
1003760,-20.2623
1003761,-19.3103
1003762,-8.05784
1003763,-16.3188
1003764,-15.1637
1003765,-15.1716
1003766,-18.1489
1003767,-12.8733
1003768,-17.4577
1003769,-21.3623
1003770,-1.96584
1003771,-22.9528
1003772,-27.7341
1003773,-17.7621
1003774,-24.2606
1003775,-18.464
1003776,-19.8602
1003777,-11.0458
1003778,-18.5314
1003779,-20.3127
1003780,-17.7302
1003781,-10.6847
1003782,-10.3216
1003783,-13.2892
1003784,-17.8494
1003785,-7.25856
1003786,-13.2957
1003787,-12.0257
1003788,-8.88632
1003789,-27.1413
1003790,-19.8492
1003791,-14.372
1003792,-24.8131
1003793,-16.4607
1003794,-17.6886
1003795,-21.9576
1003796,-22.7555
1003797,-28.3061
1003798,-21.4054
1003799,-22.9854
1003800,-15.669
1003801,-17.1541
1003802,-9.53497
1003803,-17.74
1003804,-10.8422
1003805,-13.609
1003806,-17.2927
1003807,-17.2244
1003808,-22.0322
1003809,-15.7851
1003810,-20.5946
1003811,-19.7577
1003812,-16.7948
1003813,-26.2304
1003814,-24.0834
1003815,-25.0555
1003816,-17.5286
1003817,-14.8595
1003818,-21.4787
1003819,-16.163
1003820,-18.5136
1003821,-8.79911
1003822,-20.0129
1003823,-28.3239
1003824,-24.9881
1003825,-22.9914
1003826,-16.3169
1003827,-11.0337
1003828,-22.9451
1003829,-13.1518
1003830,-25.7151
1003831,-8.17024
1003832,-7.30998
1003833,-14.2984
1003834,-21.4342
1003835,-20.1613
1003836,-26.2544
1003837,-21.3018
1003838,-20.478
1003839,-12.8386
1003840,-18.6216
1003841,-22.9284
1003842,-21.3781
1003843,-10.006
1003844,-18.3959
1003845,-25.1581
1003846,-22.492
1003847,-19.1691
1003848,-15.0905
1003849,-24.4462
1003850,-16.9014
1003851,-16.3056
1003852,-13.4558
1003853,-17.6837
1003854,-12.7336
1003855,-17.8193
1003856,-20.6052
1003857,-26.3395
1003858,-18.6143
1003859,-15.845
1003860,-19.0328
1003861,-18.0119
1003862,-26.2506
1003863,-13.4734
1003864,-16.0599
1003865,-12.8515
1003866,-27.1798
1003867,-12.3439
1003868,-3.63226
1003869,-16.0222
1003870,-13.416
1003871,-18.0112
1003872,-14.9347
1003873,-25.1547
1003874,-23.4835
1003875,-17.6632
1003876,-12.5703
1003877,-28.8653
1003878,-21.3944
1003879,-18.6251
1003880,-16.3414
1003881,-16.9672
1003882,-22.0831
1003883,-29.0511
1003884,-12.9467
1003885,-20.6393
1003886,-20.7622
1003887,-14.3158
1003888,-24.2088
1003889,-25.3608
1003890,-8.39864
1003891,-18.0239
1003892,-8.39334
1003893,-24.6636
1003894,-27.3414
1003895,-19.7904
1003896,-25.4009
1003897,-8.29412
1003898,-23.35
1003899,-18.0545
1003900,-7.81383
1003901,-17.8977
1003902,-20.4131
1003903,-21.4158
1003904,-18.5225
1003905,-2.74975
1003906,-18.7115
1003907,-11.8894
1003908,-4.79621
1003909,-20.5348
1003910,-12.4846
1003911,-15.9663
1003912,-8.82892
1003913,-15.1568
1003914,-23.697
1003915,-22.2625
1003916,-13.5664
1003917,-26.1686
1003918,-24.2089
1003919,-19.1907
1003920,-9.87374
1003921,-13.3398
1003922,-10.8275
1003923,-27.1885
1003924,-8.68351
1003925,-21.4702
1003926,-9.18129
1003927,-20.246
1003928,-26.1597
1003929,-12.1416
1003930,-13.93
1003931,-19.5478
1003932,-8.1598
1003933,-15.2131
1003934,-9.12921
1003935,-18.3218
1003936,-31.6635
1003937,-5.70424
1003938,-25.1197
1003939,-16.9403
1003940,-30.9651
1003941,-25.3854
1003942,-34.4008
1003943,-18.4135
1003944,-22.6305
1003945,-19.9129
1003946,-18.7405
1003947,-17.441
1003948,-11.9787
1003949,-26.8124
1003950,-14.117
1003951,-14.6629
1003952,-26.4954
1003953,-15.3767
1003954,-18.159
1003955,-15.9487
1003956,-13.4006
1003957,-16.8527
1003958,-8.97753
1003959,-21.4388
1003960,-11.38
1003961,-19.1258
1003962,-17.6978
1003963,-6.0864
1003964,-13.6209
1003965,-22.4529
1003966,-21.9493
1003967,-18.3204
1003968,-14.8821
1003969,-18.4066
1003970,-30.0302
1003971,-24.4531
1003972,-14.8592
1003973,-20.0471
1003974,-13.0857
1003975,-21.8922
1003976,-27.7072
1003977,-19.8011
1003978,-10.2148
1003979,-18.7219
1003980,-10.0853
1003981,-27.1494
1003982,-15.827
1003983,-14.9805
1003984,-14.1845
1003985,-25.9041
1003986,-13.6802
1003987,-24.7185
1003988,-14.6144
1003989,-17.9579
1003990,-9.55422
1003991,-18.5377
1003992,-16.5387
1003993,-19.6856
1003994,-19.0395
1003995,-20.4081
1003996,-16.4244
1003997,-18.7851
1003998,-15.0101
1003999,-15.211
1004000,-19.1089
1004001,-15.6894
1004002,-10.194
1004003,-5.24431
1004004,-7.26158
1004005,-16.4839
1004006,-25.2475
1004007,-15.9606
1004008,-29.0322
1004009,-11.7777
1004010,-4.04641
1004011,-22.2205
1004012,-10.445
1004013,-22.0147
1004014,-12.8226
1004015,-8.19683
1004016,-11.4951
1004017,-24.1408
1004018,-10.4698
1004019,-19.4608
1004020,-20.2585
1004021,-16.2117
1004022,-9.9869
1004023,-24.3387
1004024,-28.1536
1004025,-30.1733
1004026,-19.1045
1004027,-22.498
1004028,-26.5016
1004029,-17.7637
1004030,-14.1229
1004031,-13.8872
1004032,-21.3547
1004033,-24.2478
1004034,-17.5044
1004035,-12.0817
1004036,-20.9306
1004037,-17.1384
1004038,-20.5671
1004039,-14.5379
1004040,-20.4416
1004041,-20.9877
1004042,-16.8044
1004043,-22.7326
1004044,-16.9253
1004045,-17.9189
1004046,-20.0443
1004047,-21.429
1004048,-14.3319
1004049,-27.3485
1004050,-14.6397
1004051,-12.2813
1004052,-18.725
1004053,-10.5584
1004054,-16.9735
1004055,-12.4967
1004056,-14.7701
1004057,-26.3737
1004058,-18.801
1004059,-14.3824
1004060,-12.8193
1004061,-5.50101
1004062,-15.7558
1004063,-16.6534
1004064,-26.8729
1004065,-15.9459
1004066,-14.1152
1004067,-24.3384
1004068,-16.6717
1004069,-19.7177
1004070,-16.236
1004071,-18.8295
1004072,-21.2203
1004073,-11.0969
1004074,-9.07823
1004075,-16.8005
1004076,-13.6044
1004077,-22.877
1004078,-18.6087
1004079,-21.6113
1004080,-17.1427
1004081,-5.36583
1004082,-22.8354
1004083,-24.33
1004084,-9.3098
1004085,-22.238
1004086,-23.334
1004087,-10.9381
1004088,-19.7667
1004089,-13.5925
1004090,-10.1888
1004091,-15.314
1004092,-14.9367
1004093,-11.854
1004094,-13.7851
1004095,-24.3949
1004096,-11.2426
1004097,-22.7482
1004098,-6.26786
1004099,-30.2254
1004100,-11.0107
1004101,-17.6495
1004102,-23.7155
1004103,-19.2454
1004104,-22.2951
1004105,-21.8847
1004106,-19.586
1004107,-16.4486
1004108,-13.1149
1004109,-16.7864
1004110,-19.063
1004111,-6.31689
1004112,-10.2629
1004113,-25.3183
1004114,-14.7481
1004115,-18.5812
1004116,-20.8759
1004117,-16.6155
1004118,-11.0959
1004119,-19.4144
1004120,-7.70563
1004121,-20.3777
1004122,-20.2108
1004123,-23.8312
1004124,-12.8267
1004125,-23.6426
1004126,-17.1336
1004127,-13.178
1004128,-15.1898
1004129,-21.4989
1004130,-21.4899
1004131,-15.5212
1004132,-15.3382
1004133,-24.2156
1004134,-18.9723
1004135,-19.8618
1004136,-18.0878
1004137,-14.1057
1004138,-17.8033
1004139,-11.245
1004140,-12.9495
1004141,-16.256
1004142,-21.378
1004143,-24.84
1004144,-17.9933
1004145,-24.9061
1004146,-20.6208
1004147,-16.3317
1004148,-24.0199
1004149,-16.8093
1004150,-24.1783
1004151,-10.2635
1004152,-11.4135
1004153,-11.8674
1004154,-14.1006
1004155,-9.49808
1004156,-16.6244
1004157,-20.2573
1004158,-10.5695
1004159,-19.5263
1004160,-16.2231
1004161,-20.0466
1004162,-12.7528
1004163,-12.1232
1004164,-23.8535
1004165,-16.4879
1004166,-6.85433
1004167,-21.5191
1004168,-23.392
1004169,-16.767
1004170,-22.2373
1004171,-14.3691
1004172,-7.88698
1004173,-30.408
1004174,-17.537
1004175,-10.9757
1004176,-6.52993
1004177,-14.6272
1004178,-22.9459
1004179,-10.017
1004180,-20.8781
1004181,-18.7948
1004182,-18.2431
1004183,-19.1622
1004184,-24.1689
1004185,-12.3233
1004186,2.76308
1004187,-20.6602
1004188,-22.9798
1004189,-12.7356
1004190,-16.5908
1004191,-22.1727
1004192,-20.3058
1004193,-22.055
1004194,-13.901
1004195,-14.2556
1004196,-16.7953
1004197,-24.226
1004198,-12.0077
1004199,-23.7324
1004200,-20.7684
1004201,-26.1028
1004202,-19.2281
1004203,-20.0898
1004204,-21.699
1004205,-14.301
1004206,-8.13316
1004207,-16.9696
1004208,-4.83519
1004209,-24.1842
1004210,-18.1197
1004211,-19.2344
1004212,-14.3941
1004213,-9.99351
1004214,-20.9546
1004215,-6.5972
1004216,-19.0671
1004217,-16.6681
1004218,-13.3819
1004219,-19.1425
1004220,-22.3623
1004221,-16.8046
1004222,-15.7935
1004223,-19.3911
1004224,-20.4377
1004225,-15.9152
1004226,-19.4296
1004227,-14.0394
1004228,-13.9658
1004229,-15.8255
1004230,-15.777
1004231,-16.1461
1004232,-21.1203
1004233,-22.7158
