IID Py intercept R
1007698 -4.15598 1 1
1007699 0.518566 1 1
1007700 6.53027 1 1
1007701 -2.80322 1 1
1007702 2.87999 1 1
1007703 2.25359 1 1
1007704 -9.75645 1 1
1007705 -4.98609 1 1
1007706 -0.705858 1 1
1007707 3.06927 1 1
1007708 4.378 1 1
1007709 -3.29005 1 1
1007710 1.87006 1 1
1007711 -4.22626 1 1
1007712 1.66711 1 1
1007713 -11.3044 1 1
1007714 -4.83552 1 1
1007715 -2.62244 1 1
1007716 1.03082 1 1
1007717 -0.752106 1 1
1007718 -1.25716 1 1
1007719 -5.1355 1 1
1007720 0.670723 1 1
1007721 0.313824 1 1
1007722 -2.09298 1 1
1007723 4.15242 1 1
1007724 1.32056 1 1
1007725 -2.03532 1 1
1007726 7.5682 1 1
1007727 -5.34573 1 1
1007728 -6.68522 1 1
1007729 10.1264 1 1
1007730 -4.90646 1 1
1007731 -1.81766 1 1
1007732 2.65246 1 1
1007733 -0.574991 1 1
1007734 0.340064 1 1
1007735 -0.155219 1 1
1007736 -0.125666 1 1
1007737 -4.91464 1 1
1007738 -3.36666 1 1
1007739 3.09138 1 1
1007740 12.5125 1 1
1007741 1.30533 1 1
1007742 2.56368 1 1
1007743 1.13479 1 1
1007744 -2.97717 1 1
1007745 1.99408 1 1
1007746 6.51426 1 1
1007747 -4.94541 1 1
1007748 -2.67233 1 1
1007749 -2.3048 1 1
1007750 -1.66566 1 1
1007751 2.54067 1 1
1007752 4.08783 1 1
1007753 1.73696 1 1
1007754 6.01082 1 1
1007755 4.36948 1 1
1007756 -0.373544 1 1
1007757 -1.40387 1 1
1007758 -0.134286 1 1
1007759 0.993846 1 1
1007760 -10.2156 1 1
1007761 -1.19204 1 1
1007762 0.249696 1 1
1007763 -0.184253 1 1
1007764 6.67585 1 1
1007765 1.21425 1 1
1007766 1.96981 1 1
1007767 -1.63751 1 1
1007768 1.35406 1 1
1007769 -5.49906 1 1
1007770 1.29371 1 1
1007771 1.84941 1 1
1007772 0.395108 1 1
1007773 4.92831 1 1
1007774 2.58735 1 1
1007775 -1.62705 1 1
1007776 1.5064 1 1
1007777 1.38842 1 1
1007778 4.04721 1 1
1007779 -3.01827 1 1
1007780 4.77721 1 1
1007781 8.8192 1 1
1007782 -0.362602 1 1
1007783 -4.02414 1 1
1007784 6.03285 1 1
1007785 -4.20725 1 1
1007786 -1.85447 1 1
1007787 -2.8292 1 1
1007788 -0.0758554 1 1
1007789 -4.90598 1 1
1007790 -2.49085 1 1
1007791 7.71896 1 1
1007792 -0.921783 1 1
1007793 0.499146 1 1
1007794 -3.67552 1 1
1007795 -2.49979 1 1
1007796 -2.89251 1 1
1007797 -1.18826 1 1
1007798 4.22717 1 1
1007799 3.56372 1 1
1007800 -0.53548 1 1
1007801 -2.36972 1 1
1007802 -3.4939 1 1
1007803 -0.00271014 1 1
1007804 1.06345 1 1
1007805 4.60666 1 1
1007806 4.57924 1 1
1007807 0.149457 1 1
1007808 -3.19076 1 1
1007809 -0.544406 1 1
1007810 -5.61727 1 1
1007811 -8.86172 1 1
1007812 0.0982552 1 1
1007813 1.52652 1 1
1007814 -13.1888 1 1
1007815 1.1614 1 1
1007816 2.26867 1 1
1007817 3.28887 1 1
1007818 -6.41912 1 1
1007819 -2.96588 1 1
1007820 3.21146 1 1
1007821 1.81322 1 1
1007822 8.49662 1 1
1007823 -4.44373 1 1
1007824 1.50664 1 1
1007825 1.33624 1 1
1007826 5.59128 1 1
1007827 3.19836 1 1
1007828 6.90911 1 1
1007829 -2.94872 1 1
1007830 -0.227173 1 1
1007831 -0.0128405 1 1
1007832 -3.91915 1 1
1007833 -4.40494 1 1
1007834 1.05885 1 1
1007835 0.0202559 1 1
1007836 1.97502 1 1
1007837 0.450934 1 1
1007838 4.87999 1 1
1007839 11.9385 1 1
1007840 -2.095 1 1
1007841 1.21986 1 1
1007842 0.968085 1 1
1007843 3.92214 1 1
1007844 8.33 1 1
1007845 -3.51099 1 1
1007846 -2.12951 1 1
1007847 -3.35244 1 1
1007848 3.42621 1 1
1007849 -0.406705 1 1
1007850 -4.40748 1 1
1007851 -4.73722 1 1
1007852 -4.72615 1 1
1007853 -6.08673 1 1
1007854 1.56755 1 1
1007855 0.0749981 1 1
1007856 7.48987 1 1
1007857 -6.91092 1 1
1007858 -0.543328 1 1
1007859 -1.15761 1 1
1007860 4.78046 1 1
1007861 -1.63238 1 1
1007862 -1.88674 1 1
1007863 -8.33697 1 1
1007864 -2.81413 1 1
1007865 5.06231 1 1
1007866 9.06835 1 1
1007867 3.10317 1 1
1007868 -0.454012 1 1
1007869 -2.94805 1 1
1007870 1.96155 1 1
1007871 -4.30913 1 1
1007872 0.00523981 1 1
1007873 3.64645 1 1
1007874 0.325909 1 1
1007875 -4.05177 1 1
1007876 -5.51197 1 1
1007877 1.07464 1 1
1007878 -5.02557 1 1
1007879 5.73833 1 1
1007880 -4.9291 1 1
1007881 1.73469 1 1
1007882 2.2687 1 1
1007883 5.49848 1 1
1007884 14.0574 1 1
1007885 2.61322 1 1
1007886 0.693236 1 1
1007887 -3.29155 1 1
1007888 8.215 1 1
1007889 7.0505 1 1
1007890 -6.47854 1 1
1007891 -5.12791 1 1
1007892 -1.75384 1 1
1007893 -6.32855 1 1
1007894 6.95885 1 1
1007895 -4.59908 1 1
1007896 -8.43485 1 1
1007897 -9.63222 1 1
1007898 1.95551 1 1
1007899 3.92937 1 1
1007900 -2.74397 1 1
1007901 -4.7863 1 1
1007902 2.55472 1 1
1007903 2.29356 1 1
1007904 0.919951 1 1
1007905 -4.48793 1 1
1007906 -6.20131 1 1
1007907 -6.46399 1 1
1007908 -0.340882 1 1
1007909 1.21254 1 1
1007910 0.292908 1 1
1007911 4.95967 1 1
1007912 -3.3396 1 1
1007913 2.11355 1 1
1007914 -0.0283598 1 1
1007915 -2.23828 1 1
1007916 -0.728375 1 1
1007917 2.3296 1 1
1007918 -2.14247 1 1
1007919 -2.4151 1 1
1007920 3.80005 1 1
1007921 -1.47169 1 1
1007922 1.98034 1 1
1007923 0.324268 1 1
1007924 5.1795 1 1
1007925 -0.944358 1 1
1007926 1.31665 1 1
1007927 -13.9838 1 1
1007928 5.01217 1 1
1007929 10.1271 1 1
1007930 0.821303 1 1
1007931 0.6926 1 1
1007932 -4.51478 1 1
1007933 1.13673 1 1
1007934 0.522043 1 1
1007935 1.37131 1 1
1007936 1.38693 1 1
1007937 12.6273 1 1
1007938 -6.07611 1 1
1007939 -1.18192 1 1
1007940 -1.46959 1 1
1007941 3.68908 1 1
1007942 1.09363 1 1
1007943 3.15544 1 1
1007944 6.16084 1 1
1007945 2.06414 1 1
1007946 -1.21013 1 1
1007947 5.18266 1 1
1007948 -1.92538 1 1
1007949 1.47474 1 1
1007950 -5.22565 1 1
1007951 -3.87846 1 1
1007952 1.50415 1 1
1007953 -1.53163 1 1
1007954 0.477153 1 1
1007955 1.90854 1 1
1007956 5.28453 1 1
1007957 1.73479 1 1
1007958 -0.0809273 1 1
1007959 -3.37127 1 1
1007960 0.220914 1 1
1007961 -11.7069 1 1
1007962 7.07424 1 1
1007963 -3.0932 1 1
1007964 -2.53022 1 1
1007965 2.31452 1 1
1007966 -5.3086 1 1
1007967 0.501558 1 1
1007968 3.75344 1 1
1007969 -0.191825 1 1
1007970 2.18898 1 1
1007971 -4.91445 1 1
1007972 2.30543 1 1
1007973 4.12461 1 1
1007974 -0.66206 1 1
1007975 -0.822912 1 1
1007976 -3.72026 1 1
1007977 4.12916 1 1
1007978 -5.31932 1 1
1007979 -2.38277 1 1
1007980 -2.67593 1 1
1007981 0.867094 1 1
1007982 -2.98058 1 1
1007983 1.16527 1 1
1007984 3.62342 1 1
1007985 -1.37683 1 1
1007986 0.360602 1 1
1007987 2.84918 1 1
1007988 2.91031 1 1
1007989 -3.64479 1 1
1007990 -0.0796839 1 1
1007991 -1.48086 1 1
1007992 1.4152 1 1
1007993 -4.00737 1 1
1007994 1.10882 1 1
1007995 1.04885 1 1
1007996 7.36834 1 1
1007997 -2.07464 1 1
1007998 -3.73938 1 1
1007999 3.76728 1 1
1008000 9.13946 1 1
1008001 6.38818 1 1
1008002 0.689182 1 1
1008003 -3.44388 1 1
1008004 0.516366 1 1
1008005 -3.62679 1 1
1008006 0.555468 1 1
1008007 -0.104725 1 1
1008008 -4.66723 1 1
1008009 -8.7132 1 1
1008010 -5.81469 1 1
1008011 0.305323 1 1
1008012 5.27536 1 1
1008013 2.19866 1 1
1008014 6.23229 1 1
1008015 -0.594661 1 1
1008016 8.18175 1 1
1008017 -3.71562 1 1
1008018 5.80696 1 1
1008019 0.34721 1 1
1008020 0.730149 1 1
1008021 -11.6812 1 1
1008022 7.48875 1 1
1008023 -5.9512 1 1
1008024 -1.46157 1 1
1008025 2.6542 1 1
1008026 3.7426 1 1
1008027 -5.54883 1 1
1008028 1.36129 1 1
1008029 -3.89572 1 1
1008030 3.41017 1 1
1008031 -1.20988 1 1
1008032 -1.91387 1 1
1008033 -1.62143 1 1
1008034 7.3426 1 1
1008035 4.52066 1 1
1008036 -1.72919 1 1
1008037 1.4666 1 1
1008038 1.45245 1 1
1008039 -1.0099 1 1
1008040 5.56132 1 1
1008041 -2.28225 1 1
1008042 5.82971 1 1
1008043 -2.24652 1 1
1008044 -0.305802 1 1
1008045 4.80911 1 1
1008046 4.66768 1 1
1008047 -3.82994 1 1
1008048 10.7518 1 1
1008049 -4.19945 1 1
1008050 5.77723 1 1
1008051 -0.19638 1 1
1008052 2.8169 1 1
1008053 4.82279 1 1
1008054 -8.05378 1 1
1008055 3.54414 1 1
1008056 1.8651 1 1
1008057 -0.223477 1 1
1008058 -1.00887 1 1
1008059 4.43693 1 1
1008060 -1.56362 1 1
1008061 3.45574 1 1
1008062 5.60169 1 1
1008063 8.52851 1 1
1008064 -2.20214 1 1
1008065 1.84842 1 1
1008066 -3.82967 1 1
1008067 -2.43197 1 1
1008068 7.86603 1 1
1008069 2.7741 1 1
1008070 0.175452 1 1
1008071 -3.3217 1 1
1008072 -5.68661 1 1
1008073 -4.8397 1 1
1008074 -10.7895 1 1
1008075 -1.22754 1 1
1008076 8.75008 1 1
1008077 -0.00533781 1 1
1008078 -0.331218 1 1
1008079 3.32541 1 1
1008080 -1.14183 1 1
1008081 -5.06638 1 1
1008082 10.0271 1 1
1008083 5.00846 1 1
1008084 0.471076 1 1
1008085 5.16809 1 1
1008086 0.335631 1 1
1008087 -8.64563 1 1
1008088 2.62167 1 1
1008089 8.97708 1 1
1008090 6.3591 1 1
1008091 3.97538 1 1
1008092 -4.14061 1 1
1008093 3.23456 1 1
1008094 0.487245 1 1
1008095 -5.01862 1 1
1008096 -1.43851 1 1
1008097 -11.0914 1 1
1008098 0.116445 1 1
1008099 7.23463 1 1
1008100 -0.289118 1 1
1008101 -1.26454 1 1
1008102 -2.15597 1 1
1008103 1.79823 1 1
1008104 6.09579 1 1
1008105 -0.986448 1 1
1008106 -3.69338 1 1
1008107 -6.19904 1 1
1008108 11.7667 1 1
1008109 1.60712 1 1
1008110 7.759 1 1
1008111 7.84624 1 1
1008112 4.34955 1 1
1008113 -5.28301 1 1
1008114 -2.77089 1 1
1008115 3.90523 1 1
1008116 -1.71473 1 1
1008117 0.819443 1 1
1008118 5.42545 1 1
1008119 0.87195 1 1
1008120 2.11522 1 1
1008121 -0.854693 1 1
1008122 -2.73531 1 1
1008123 -3.92751 1 1
1008124 -2.77262 1 1
1008125 -3.09753 1 1
1008126 -0.677434 1 1
1008127 2.1984 1 1
1008128 8.18932 1 1
1008129 -2.91741 1 1
1008130 -2.20777 1 1
1008131 0.754881 1 1
1008132 -0.430411 1 1
1008133 -2.68154 1 1
1008134 0.218845 1 1
1008135 0.303496 1 1
1008136 3.51631 1 1
1008137 2.28871 1 1
1008138 -3.4435 1 1
1008139 -4.27321 1 1
1008140 -1.35783 1 1
1008141 7.20903 1 1
1008142 -1.59573 1 1
1008143 1.91686 1 1
1008144 0.302177 1 1
1008145 -4.06975 1 1
1008146 2.50681 1 1
1008147 -5.09294 1 1
1008148 7.09592 1 1
1008149 -4.2117 1 1
1008150 -1.84678 1 1
1008151 7.05434 1 1
1008152 -3.99353 1 1
1008153 -0.622447 1 1
1008154 -0.46742 1 1
1008155 7.18161 1 1
1008156 2.17826 1 1
1008157 7.71244 1 1
1008158 -0.426481 1 1
1008159 1.08766 1 1
1008160 5.06194 1 1
1008161 -3.2025 1 1
1008162 -5.66683 1 1
1008163 2.05217 1 1
1008164 9.6129 1 1
1008165 1.75729 1 1
1008166 -0.410713 1 1
1008167 8.58305 1 1
1008168 3.82936 1 1
1008169 -5.27282 1 1
1008170 -2.67914 1 1
1008171 2.18543 1 1
1008172 1.8544 1 1
1008173 1.05115 1 1
1008174 3.91213 1 1
1008175 5.78778 1 1
1008176 -0.833506 1 1
1008177 -8.86891 1 1
1008178 0.384471 1 1
1008179 5.93163 1 1
1008180 0.170023 1 1
1008181 0.355102 1 1
1008182 3.22643 1 1
1008183 3.59469 1 1
1008184 7.03987 1 1
1008185 -0.105971 1 1
1008186 -6.69546 1 1
1008187 3.24325 1 1
1008188 -4.25906 1 1
1008189 -1.84429 1 1
1008190 4.48479 1 1
1008191 2.43574 1 1
1008192 -2.23904 1 1
1008193 -2.66365 1 1
1008194 -4.60498 1 1
1008195 1.01794 1 1
1008196 1.65192 1 1
1008197 3.91277 1 1
1008198 0.570108 1 1
1008199 3.94439 1 1
1008200 -6.51013 1 1
1008201 9.02338 1 1
1008202 2.61878 1 1
1008203 -1.29671 1 1
1008204 -3.03306 1 1
1008205 -2.53006 1 1
1008206 4.23467 1 1
1008207 -2.01415 1 1
1008208 0.70415 1 1
1008209 -2.7583 1 1
1008210 -11.7188 1 1
1008211 -0.158795 1 1
1008212 -0.408321 1 1
1008213 1.41593 1 1
1008214 2.2794 1 1
1008215 7.29715 1 1
1008216 -5.76694 1 1
1008217 -5.04855 1 1
1008218 -6.21529 1 1
1008219 2.63657 1 1
1008220 3.30473 1 1
1008221 5.8455 1 1
1008222 5.41214 1 1
1008223 4.21596 1 1
1008224 0.087312 1 1
1008225 2.46964 1 1
1008226 5.29747 1 1
1008227 -6.81031 1 1
1008228 0.441336 1 1
1008229 -1.67752 1 1
1008230 1.28891 1 1
1008231 2.15558 1 1
1008232 -2.26824 1 1
1008233 2.69488 1 1
1008234 -0.436274 1 1
1008235 1.17654 1 1
1008236 -7.99018 1 1
1008237 -5.37038 1 1
1008238 -0.0209148 1 1
1008239 0.346626 1 1
1008240 -6.55411 1 1
1008241 0.778484 1 1
1008242 -9.17562 1 1
1008243 1.92608 1 1
1008244 6.16274 1 1
1008245 7.07206 1 1
1008246 -0.955684 1 1
1008247 4.49231 1 1
1008248 -6.13631 1 1
1008249 0.614118 1 1
1008250 7.46367 1 1
1008251 -5.50011 1 1
1008252 -0.155312 1 1
1008253 3.01031 1 1
1008254 5.51475 1 1
1008255 7.48401 1 1
1008256 1.69019 1 1
1008257 -0.548526 1 1
1008258 3.03352 1 1
1008259 -0.768943 1 1
1008260 -1.87968 1 1
1008261 -1.70785 1 1
1008262 3.77238 1 1
1008263 4.05104 1 1
1008264 -9.99574 1 1
1008265 -0.266466 1 1
1008266 -0.609719 1 1
1008267 -6.342 1 1
1008268 1.78576 1 1
1008269 -1.10018 1 1
1008270 2.40522 1 1
1008271 -0.58052 1 1
1008272 -3.18235 1 1
1008273 -1.86668 1 1
1008274 1.93958 1 1
1008275 4.23827 1 1
1008276 -3.93929 1 1
1008277 -3.09139 1 1
1008278 -4.2677 1 1
1008279 1.91657 1 1
1008280 -2.30247 1 1
1008281 3.84628 1 1
1008282 -0.937598 1 1
1008283 -1.94069 1 1
1008284 3.50426 1 1
1008285 0.404756 1 1
1008286 0.329245 1 1
1008287 -6.41784 1 1
1008288 -8.83005 1 1
1008289 0.0710203 1 1
1008290 1.33965 1 1
1008291 -2.83792 1 1
1008292 7.97532 1 1
1008293 2.59939 1 1
1008294 5.69903 1 1
1008295 3.81172 1 1
1008296 3.44624 1 1
1008297 -16.3876 1 1
1008298 0.448383 1 1
1008299 0.547601 1 1
1008300 7.13405 1 1
1008301 2.27063 1 1
1008302 -1.31541 1 1
1008303 0.690515 1 1
1008304 -1.60207 1 1
1008305 1.98065 1 1
1008306 2.31347 1 1
1008307 -2.7998 1 1
1008308 1.00489 1 1
1008309 -0.765094 1 1
1008310 -0.543823 1 1
1008311 0.473204 1 1
1008312 -2.06533 1 1
1008313 6.06696 1 1
1008314 0.796678 1 1
1008315 2.84539 1 1
1008316 3.83334 1 1
1008317 11.3242 1 1
1008318 -1.12239 1 1
1008319 -7.94745 1 1
1008320 2.9382 1 1
1008321 -5.16106 1 1
1008322 0.364151 1 1
1008323 -6.77964 1 1
1008324 -4.90505 1 1
1008325 5.42159 1 1
1008326 -2.09662 1 1
1008327 -8.38465 1 1
1008328 2.57692 1 1
1008329 1.32779 1 1
1008330 0.658137 1 1
1008331 -9.41248 1 1
1008332 -1.91122 1 1
1008333 -9.40119 1 1
1008334 -6.9464 1 1
1008335 6.30908 1 1
1008336 1.82175 1 1
1008337 4.45642 1 1
1008338 3.4336 1 1
1008339 -2.09371 1 1
1008340 2.94626 1 1
1008341 -3.91982 1 1
1008342 1.90132 1 1
1008343 -0.825405 1 1
1008344 -0.210242 1 1
1008345 -3.76023 1 1
1008346 -4.7798 1 1
1008347 4.6416 1 1
1008348 -1.74782 1 1
1008349 -2.35689 1 1
1008350 -1.84124 1 1
1008351 4.48969 1 1
1008352 1.61258 1 1
1008353 -1.19863 1 1
1008354 2.28706 1 1
1008355 1.13098 1 1
1008356 8.8371 1 1
1008357 2.08861 1 1
1008358 -9.50264 1 1
1008359 -1.18104 1 1
1008360 -4.19187 1 1
1008361 -5.95864 1 1
1008362 5.07539 1 1
1008363 3.81368 1 1
1008364 -0.75352 1 1
1008365 -1.25292 1 1
1008366 3.66534 1 1
1008367 3.96368 1 1
1008368 -0.252754 1 1
1008369 4.97605 1 1
1008370 -8.05586 1 1
1008371 4.39324 1 1
1008372 -1.34194 1 1
1008373 -0.0108988 1 1
1008374 2.01814 1 1
1008375 -0.118101 1 1
1008376 6.57685 1 1
1008377 -3.76923 1 1
1008378 -1.01739 1 1
1008379 2.32647 1 1
1008380 6.07164 1 1
1008381 2.58559 1 1
1008382 -1.67822 1 1
1008383 -11.9114 1 1
1008384 -2.16978 1 1
1008385 1.44316 1 1
1008386 4.21946 1 1
1008387 3.06416 1 1
1008388 -2.08909 1 1
1008389 3.10626 1 1
1008390 4.26402 1 1
1008391 -3.99585 1 1
1008392 7.41248 1 1
1008393 4.00502 1 1
1008394 -2.10606 1 1
1008395 -3.26426 1 1
1008396 -1.98244 1 1
1008397 -6.92696 1 1
1008398 -2.87758 1 1
1008399 -1.34767 1 1
1008400 7.12161 1 1
1008401 -1.01309 1 1
1008402 -5.56173 1 1
1008403 0.381995 1 1
1008404 1.23952 1 1
1008405 9.35872 1 1
1008406 -4.78848 1 1
1008407 1.10126 1 1
1008408 5.9053 1 1
1008409 -9.04516 1 1
1008410 0.800484 1 1
1008411 2.20886 1 1
1008412 1.94669 1 1
1008413 3.10383 1 1
1008414 -4.62906 1 1
1008415 -1.17843 1 1
1008416 -10.697 1 1
1008417 1.74924 1 1
1008418 0.226069 1 1
1008419 8.46133 1 1
1008420 3.61898 1 1
1008421 6.42719 1 1
1008422 -5.94624 1 1
1008423 -6.18267 1 1
1008424 5.64581 1 1
1008425 0.5426 1 1
1008426 0.320586 1 1
1008427 0.244059 1 1
1008428 -4.2826 1 1
1008429 -1.88333 1 1
1008430 5.99867 1 1
1008431 4.41257 1 1
1008432 -5.80585 1 1
1008433 4.61273 1 1
1008434 0.905055 1 1
1008435 7.27684 1 1
1008436 3.03572 1 1
1008437 0.399476 1 1
1008438 0.876109 1 1
1008439 -1.93599 1 1
1008440 2.44837 1 1
1008441 3.88322 1 1
1008442 -0.367398 1 1
1008443 -1.07287 1 1
1008444 4.56431 1 1
1008445 0.569322 1 1
1008446 2.02266 1 1
1008447 8.55565 1 1
1008448 7.95442 1 1
1008449 3.41804 1 1
1008450 -1.4637 1 1
1008451 -4.65929 1 1
1008452 -9.1797 1 1
1008453 -2.31174 1 1
1008454 4.03822 1 1
1008455 -0.921278 1 1
1008456 0.053681 1 1
1008457 -11.8469 1 1
1008458 1.50478 1 1
1008459 -0.198466 1 1
1008460 4.55538 1 1
1008461 -2.71733 1 1
1008462 2.31673 1 1
1008463 1.26036 1 1
1008464 -1.42396 1 1
1008465 -4.69442 1 1
1008466 6.17775 1 1
1008467 -0.819481 1 1
1008468 -0.503241 1 1
1008469 8.06628 1 1
1008470 -7.55112 1 1
1008471 4.44305 1 1
1008472 8.58133 1 1
1008473 -7.73643 1 1
1008474 -9.64356 1 1
1008475 3.05168 1 1
1008476 1.41031 1 1
1008477 1.03016 1 1
1008478 -0.654281 1 1
1008479 0.527328 1 1
1008480 5.03952 1 1
1008481 -0.820427 1 1
1008482 1.30245 1 1
1008483 4.27412 1 1
1008484 -7.7363 1 1
1008485 0.252448 1 1
1008486 -1.73336 1 1
1008487 -1.48655 1 1
1008488 -5.1096 1 1
1008489 -3.85272 1 1
1008490 -5.45763 1 1
1008491 -2.913 1 1
1008492 2.91483 1 1
1008493 0.0499996 1 1
1008494 0.71294 1 1
1008495 3.23645 1 1
1008496 2.08041 1 1
1008497 -2.31215 1 1
1008498 4.03082 1 1
1008499 10.036 1 1
1008500 -4.47984 1 1
1008501 6.48042 1 1
1008502 -2.18025 1 1
1008503 7.72758 1 1
1008504 -5.32201 1 1
1008505 1.76795 1 1
1008506 -0.341312 1 1
1008507 2.3407 1 1
1008508 -11.2712 1 1
1008509 4.21149 1 1
1008510 4.18397 1 1
1008511 8.58304 1 1
1008512 -8.35709 1 1
1008513 -2.02532 1 1
1008514 7.26236 1 1
1008515 0.106354 1 1
1008516 -4.88393 1 1
1008517 -1.44918 1 1
1008518 5.48883 1 1
1008519 1.82095 1 1
1008520 6.08688 1 1
1008521 1.08267 1 1
1008522 -4.84301 1 1
1008523 -4.34226 1 1
1008524 0.236135 1 1
1008525 4.62314 1 1
1008526 0.137334 1 1
1008527 -1.2416 1 1
1008528 -3.86324 1 1
1008529 12.2059 1 1
1008530 0.52725 1 1
1008531 -1.49321 1 1
1008532 1.39305 1 1
1008533 -6.41218 1 1
1008534 1.17404 1 1
1008535 6.70669 1 1
1008536 -3.74567 1 1
1008537 4.01085 1 1
1008538 -0.361332 1 1
1008539 -4.87381 1 1
1008540 -5.71537 1 1
1008541 8.54721 1 1
1008542 1.47831 1 1
1008543 -0.107052 1 1
1008544 9.1536 1 1
1008545 -2.79538 1 1
1008546 -3.59104 1 1
1008547 2.70216 1 1
1008548 6.99271 1 1
1008549 -1.55254 1 1
1008550 -1.37421 1 1
1008551 1.23732 1 1
1008552 0.0831388 1 1
1008553 3.16946 1 1
1008554 0.0670394 1 1
1008555 -0.804742 1 1
1008556 -2.83608 1 1
1008557 -2.2572 1 1
1008558 0.337995 1 1
1008559 1.11601 1 1
1008560 -1.2422 1 1
1008561 4.8392 1 1
1008562 -2.44882 1 1
1008563 2.27068 1 1
1008564 4.79688 1 1
1008565 1.33541 1 1
1008566 -4.51922 1 1
1008567 10.9653 1 1
1008568 -5.79192 1 1
1008569 -8.12897 1 1
1008570 2.64449 1 1
1008571 2.09886 1 1
1008572 1.34842 1 1
1008573 2.70909 1 1
1008574 -3.0886 1 1
1008575 -5.70961 1 1
1008576 1.86744 1 1
1008577 -0.010108 1 1
1008578 -3.31269 1 1
1008579 -0.769309 1 1
1008580 2.83062 1 1
1008581 -2.5402 1 1
1008582 2.79974 1 1
1008583 -1.22298 1 1
1008584 3.13793 1 1
1008585 2.28553 1 1
1008586 1.04266 1 1
1008587 -4.3232 1 1
1008588 0.715196 1 1
1008589 0.961528 1 1
1008590 8.44967 1 1
1008591 -0.798838 1 1
1008592 -1.61724 1 1
1008593 -14.6742 1 1
1008594 3.24009 1 1
1008595 -1.55767 1 1
1008596 5.07804 1 1
1008597 0.427021 1 1
1008598 -0.812257 1 1
1008599 0.753385 1 1
1008600 -6.27831 1 1
1008601 4.905 1 1
1008602 -0.534834 1 1
1008603 6.59489 1 1
1008604 2.34132 1 1
1008605 -5.61471 1 1
1008606 6.09093 1 1
1008607 -0.400042 1 1
1008608 -2.89608 1 1
1008609 0.359974 1 1
1008610 -2.25885 1 1
1008611 6.37538 1 1
1008612 -1.28597 1 1
1008613 -0.412125 1 1
1008614 5.08117 1 1
1008615 2.50051 1 1
1008616 -6.41366 1 1
1008617 -0.343932 1 1
1008618 -2.45861 1 1
1008619 0.623177 1 1
1008620 3.60126 1 1
1008621 1.43671 1 1
1008622 1.76489 1 1
1008623 0.681723 1 1
1008624 1.98532 1 1
1008625 -2.02264 1 1
1008626 -2.67696 1 1
1008627 2.16424 1 1
1008628 -0.412016 1 1
1008629 2.80643 1 1
1008630 0.506661 1 1
1008631 -2.05389 1 1
1008632 -1.9182 1 1
1008633 -7.50679 1 1
1008634 3.79884 1 1
1008635 0.208368 1 1
1008636 -2.61072 1 1
1008637 3.6635 1 1
1008638 -1.68174 1 1
1008639 3.7505 1 1
1008640 4.85951 1 1
1008641 -4.55378 1 1
1008642 -2.5151 1 1
1008643 -0.83838 1 1
1008644 6.35943 1 1
1008645 4.94573 1 1
1008646 5.14455 1 1
1008647 7.18677 1 1
1008648 -1.62812 1 1
1008649 4.2021 1 1
1008650 0.592003 1 1
1008651 4.94888 1 1
1008652 -0.781102 1 1
1008653 7.92768 1 1
1008654 2.7213 1 1
1008655 1.04448 1 1
1008656 -2.87052 1 1
1008657 2.3133 1 1
1008658 0.0925406 1 1
1008659 -3.27074 1 1
1008660 -0.921223 1 1
1008661 2.59142 1 1
1008662 -1.86362 1 1
1008663 -3.13468 1 1
1008664 -2.70383 1 1
1008665 7.33109 1 1
1008666 -2.81098 1 1
1008667 5.11752 1 1
1008668 6.90221 1 1
1008669 -2.45482 1 1
1008670 3.75752 1 1
1008671 -2.44034 1 1
1008672 -12.99 1 1
1008673 -1.28298 1 1
1008674 0.708581 1 1
1008675 -0.594075 1 1
1008676 -0.337119 1 1
1008677 -1.41124 1 1
1008678 3.05079 1 1
1008679 -2.55911 1 1
1008680 2.39207 1 1
1008681 -2.13162 1 1
1008682 2.15702 1 1
1008683 -2.35388 1 1
1008684 -3.09022 1 1
1008685 5.19729 1 1
1008686 -3.32168 1 1
1008687 4.1285 1 1
1008688 -0.527022 1 1
1008689 9.30676 1 1
1008690 2.75876 1 1
1008691 0.247141 1 1
1008692 2.42484 1 1
1008693 3.41376 1 1
1008694 -2.95143 1 1
1008695 -2.64827 1 1
1008696 -1.51971 1 1
1008697 5.59941 1 1
1008698 3.60251 1 1
1008699 -3.85366 1 1
1008700 3.22775 1 1
1008701 5.01037 1 1
1008702 11.4598 1 1
1008703 3.24884 1 1
1008704 -2.94439 1 1
1008705 -4.65852 1 1
1008706 -0.171966 1 1
1008707 10.0997 1 1
1008708 3.41152 1 1
1008709 2.14266 1 1
1008710 -1.20016 1 1
1008711 -7.25807 1 1
1008712 3.5032 1 1
1008713 8.04504 1 1
1008714 -1.392 1 1
1008715 0.371481 1 1
1008716 -1.30894 1 1
1008717 -4.7446 1 1
1008718 6.13825 1 1
1008719 -5.7555 1 1
1008720 -6.09159 1 1
1008721 -6.90151 1 1
1008722 3.89514 1 1
1008723 -4.28945 1 1
1008724 -5.97075 1 1
1008725 3.82864 1 1
1008726 -0.430594 1 1
1008727 -1.83546 1 1
1008728 -4.5325 1 1
1008729 -3.11908 1 1
1008730 -0.721541 1 1
1008731 8.33635 1 1
1008732 4.54317 1 1
1008733 -5.59828 1 1
1008734 -1.4782 1 1
1008735 -0.288338 1 1
