IID Py intercept R
1002285 -5.08353 1 1
1002286 5.78544 1 1
1002287 2.36812 1 1
1002288 1.43742 1 1
1002289 -1.03572 1 1
1002290 0.0748932 1 1
1002291 0.415693 1 1
1002292 -0.208098 1 1
1002293 4.50354 1 1
1002294 -4.92648 1 1
1002295 -3.60785 1 1
1002296 8.6076 1 1
1002297 -10.1313 1 1
1002298 -1.94789 1 1
1002299 -4.92292 1 1
1002300 -3.76542 1 1
1002301 6.76218 1 1
1002302 -0.336731 1 1
1002303 -8.67949 1 1
1002304 -4.70638 1 1
1002305 1.0877 1 1
1002306 -4.88537 1 1
1002307 -2.04312 1 1
1002308 3.10718 1 1
1002309 8.8636 1 1
1002310 1.20082 1 1
1002311 7.43243 1 1
1002312 -0.555075 1 1
1002313 1.23112 1 1
1002314 -1.06379 1 1
1002315 0.163714 1 1
1002316 4.191 1 1
1002317 1.52317 1 1
1002318 -3.4276 1 1
1002319 3.73021 1 1
1002320 -5.51141 1 1
1002321 -0.196016 1 1
1002322 0.703541 1 1
1002323 -1.62531 1 1
1002324 -2.08061 1 1
1002325 1.49025 1 1
1002326 3.03849 1 1
1002327 4.99111 1 1
1002328 2.47033 1 1
1002329 0.663296 1 1
1002330 -3.53818 1 1
1002331 7.30195 1 1
1002332 2.7068 1 1
1002333 5.38196 1 1
1002334 -1.66551 1 1
1002335 -0.37497 1 1
1002336 4.46818 1 1
1002337 7.02298 1 1
1002338 -7.33579 1 1
1002339 -2.93307 1 1
1002340 0.998645 1 1
1002341 -5.29075 1 1
1002342 2.20055 1 1
1002343 -0.957764 1 1
1002344 -2.04243 1 1
1002345 -1.05329 1 1
1002346 -3.23642 1 1
1002347 -3.33967 1 1
1002348 -1.1405 1 1
1002349 3.15028 1 1
1002350 -11.1636 1 1
1002351 1.24616 1 1
1002352 8.02919 1 1
1002353 2.57818 1 1
1002354 7.48279 1 1
1002355 -0.488337 1 1
1002356 -4.09708 1 1
1002357 -4.73133 1 1
1002358 8.71472 1 1
1002359 -3.35926 1 1
1002360 0.984918 1 1
1002361 1.26233 1 1
1002362 -2.98825 1 1
1002363 8.02344 1 1
1002364 0.931264 1 1
1002365 -0.344554 1 1
1002366 2.33209 1 1
1002367 -3.38607 1 1
1002368 3.08531 1 1
1002369 6.21751 1 1
1002370 3.54252 1 1
1002371 8.18413 1 1
1002372 -4.47593 1 1
1002373 7.09165 1 1
1002374 -4.3519 1 1
1002375 -1.48841 1 1
1002376 1.1723 1 1
1002377 3.18213 1 1
1002378 11.0564 1 1
1002379 -2.42262 1 1
1002380 -0.313761 1 1
1002381 -6.64297 1 1
1002382 3.9743 1 1
1002383 0.616478 1 1
1002384 -1.64781 1 1
1002385 -2.74124 1 1
1002386 9.17506 1 1
1002387 -1.69359 1 1
1002388 8.30595 1 1
1002389 -4.55691 1 1
1002390 -3.74741 1 1
1002391 -4.37362 1 1
1002392 1.6785 1 1
1002393 -7.18262 1 1
1002394 6.88141 1 1
1002395 4.23538 1 1
1002396 4.03353 1 1
1002397 6.4516 1 1
1002398 -3.11902 1 1
1002399 0.481518 1 1
1002400 -11.0368 1 1
1002401 -1.90333 1 1
1002402 -9.08212 1 1
1002403 6.63211 1 1
1002404 -5.06654 1 1
1002405 0.4753 1 1
1002406 -1.10611 1 1
1002407 -1.73168 1 1
1002408 -3.47868 1 1
1002409 -9.42757 1 1
1002410 -5.23062 1 1
1002411 -3.9189 1 1
1002412 -0.277785 1 1
1002413 -3.29003 1 1
1002414 2.85001 1 1
1002415 3.51778 1 1
1002416 -0.717831 1 1
1002417 -0.629114 1 1
1002418 -5.9482 1 1
1002419 -0.830131 1 1
1002420 4.57072 1 1
1002421 1.19404 1 1
1002422 -3.78276 1 1
1002423 5.20632 1 1
1002424 1.7895 1 1
1002425 -0.260936 1 1
1002426 -1.7547 1 1
1002427 -7.21182 1 1
1002428 -1.74864 1 1
1002429 3.1915 1 1
1002430 -0.681967 1 1
1002431 -2.14417 1 1
1002432 -4.92478 1 1
1002433 -6.42459 1 1
1002434 -3.74193 1 1
1002435 1.25629 1 1
1002436 6.8433 1 1
1002437 5.63041 1 1
1002438 2.60276 1 1
1002439 -1.21809 1 1
1002440 4.6371 1 1
1002441 -6.99924 1 1
1002442 -0.388852 1 1
1002443 2.52061 1 1
1002444 -1.60911 1 1
1002445 -4.71366 1 1
1002446 0.823266 1 1
1002447 -1.92034 1 1
1002448 -2.03141 1 1
1002449 -0.0457321 1 1
1002450 0.937529 1 1
1002451 -6.52508 1 1
1002452 2.97548 1 1
1002453 3.32634 1 1
1002454 1.02651 1 1
1002455 -2.33734 1 1
1002456 -1.86371 1 1
1002457 -3.44586 1 1
1002458 1.62203 1 1
1002459 -5.28392 1 1
1002460 0.0893524 1 1
1002461 2.60915 1 1
1002462 -6.07889 1 1
1002463 -3.38703 1 1
1002464 5.19798 1 1
1002465 7.39317 1 1
1002466 3.49374 1 1
1002467 7.98349 1 1
1002468 -0.709198 1 1
1002469 -0.088494 1 1
1002470 -0.434128 1 1
1002471 7.49327 1 1
1002472 7.31193 1 1
1002473 -2.20545 1 1
1002474 -1.72265 1 1
1002475 1.72024 1 1
1002476 4.2916 1 1
1002477 -0.364639 1 1
1002478 1.58143 1 1
1002479 5.39607 1 1
1002480 -5.94403 1 1
1002481 -2.96486 1 1
1002482 0.567664 1 1
1002483 3.21636 1 1
1002484 2.32833 1 1
1002485 -6.01207 1 1
1002486 -0.463038 1 1
1002487 -3.1815 1 1
1002488 -1.71974 1 1
1002489 -1.86375 1 1
1002490 7.72464 1 1
1002491 0.119161 1 1
1002492 -1.05968 1 1
1002493 -1.13488 1 1
1002494 -4.351 1 1
1002495 -2.25584 1 1
1002496 -4.64461 1 1
1002497 -3.78931 1 1
1002498 -3.64446 1 1
1002499 1.91357 1 1
1002500 -4.24715 1 1
1002501 3.66742 1 1
1002502 5.05109 1 1
1002503 -8.33883 1 1
1002504 3.31974 1 1
1002505 -2.82923 1 1
1002506 7.78898 1 1
1002507 0.579966 1 1
1002508 3.31612 1 1
1002509 4.44601 1 1
1002510 5.14287 1 1
1002511 -1.05608 1 1
1002512 -0.0445328 1 1
1002513 2.99415 1 1
1002514 8.04731 1 1
1002515 -4.78367 1 1
1002516 -5.38467 1 1
1002517 -4.6721 1 1
1002518 8.56855 1 1
1002519 0.942714 1 1
1002520 6.12809 1 1
1002521 9.24954 1 1
1002522 6.63203 1 1
1002523 -0.292172 1 1
1002524 -0.670379 1 1
1002525 5.87662 1 1
1002526 -7.17048 1 1
1002527 -2.75719 1 1
1002528 7.95914 1 1
1002529 0.406781 1 1
1002530 4.44244 1 1
1002531 3.01134 1 1
1002532 -3.6177 1 1
1002533 5.38589 1 1
1002534 -0.99319 1 1
1002535 -5.00285 1 1
1002536 -2.40273 1 1
1002537 7.33086 1 1
1002538 -0.149477 1 1
1002539 -3.87059 1 1
1002540 -12.3067 1 1
1002541 -4.15917 1 1
1002542 1.17692 1 1
1002543 -4.37324 1 1
1002544 -3.75135 1 1
1002545 2.52856 1 1
1002546 -7.25394 1 1
1002547 8.55987 1 1
1002548 -0.247177 1 1
1002549 -7.17971 1 1
1002550 -5.01862 1 1
1002551 -2.21844 1 1
1002552 5.55812 1 1
1002553 7.87609 1 1
1002554 7.22372 1 1
1002555 -1.95433 1 1
1002556 -2.20699 1 1
1002557 4.78009 1 1
1002558 -5.27546 1 1
1002559 -3.28504 1 1
1002560 -5.28427 1 1
1002561 1.15792 1 1
1002562 7.18391 1 1
1002563 0.315481 1 1
1002564 -6.87976 1 1
1002565 3.35115 1 1
1002566 -1.67309 1 1
1002567 -5.26622 1 1
1002568 -1.13328 1 1
1002569 2.72896 1 1
1002570 -4.55153 1 1
1002571 -0.566105 1 1
1002572 -1.87188 1 1
1002573 -6.47185 1 1
1002574 -1.93556 1 1
1002575 0.100423 1 1
1002576 0.625001 1 1
1002577 -1.19659 1 1
1002578 -5.05359 1 1
1002579 -5.54007 1 1
1002580 4.45643 1 1
1002581 -5.56687 1 1
1002582 -6.05642 1 1
1002583 5.26111 1 1
1002584 -0.192894 1 1
1002585 -0.963847 1 1
1002586 -1.23865 1 1
1002587 5.69022 1 1
1002588 -1.69762 1 1
1002589 -2.00918 1 1
1002590 -2.54146 1 1
1002591 -5.68219 1 1
1002592 7.16921 1 1
1002593 5.57452 1 1
1002594 -4.55703 1 1
1002595 -0.408515 1 1
1002596 -0.581224 1 1
1002597 4.33924 1 1
1002598 4.53852 1 1
1002599 0.097982 1 1
1002600 2.55177 1 1
1002601 0.656668 1 1
1002602 11.8648 1 1
1002603 2.12704 1 1
1002604 6.49533 1 1
1002605 4.9048 1 1
1002606 5.4531 1 1
1002607 0.370086 1 1
1002608 -2.56581 1 1
1002609 8.53304 1 1
1002610 -7.48242 1 1
1002611 2.84084 1 1
1002612 3.92405 1 1
1002613 3.97987 1 1
1002614 -6.57124 1 1
1002615 -4.92896 1 1
1002616 0.774689 1 1
1002617 -4.5211 1 1
1002618 4.26505 1 1
1002619 -1.99486 1 1
1002620 2.01691 1 1
1002621 -4.71225 1 1
1002622 -2.63389 1 1
1002623 -3.94604 1 1
1002624 -4.25251 1 1
1002625 8.94081 1 1
1002626 -3.45286 1 1
1002627 -1.33267 1 1
1002628 -6.40512 1 1
1002629 -2.41803 1 1
1002630 1.21438 1 1
1002631 7.00962 1 1
1002632 -2.28726 1 1
1002633 4.19379 1 1
1002634 -5.59323 1 1
1002635 -8.26739 1 1
1002636 -1.87668 1 1
1002637 1.25384 1 1
1002638 -0.910425 1 1
1002639 -4.51132 1 1
1002640 -7.67055 1 1
1002641 -1.36031 1 1
1002642 -4.90397 1 1
1002643 -3.45876 1 1
1002644 -3.43361 1 1
1002645 0.895509 1 1
1002646 6.17221 1 1
1002647 -2.59077 1 1
1002648 0.118554 1 1
1002649 -5.29802 1 1
1002650 -2.96754 1 1
1002651 3.57244 1 1
1002652 0.820888 1 1
1002653 5.00767 1 1
1002654 4.69829 1 1
1002655 -5.56121 1 1
1002656 0.490997 1 1
1002657 4.39615 1 1
1002658 6.64566 1 1
1002659 -6.18111 1 1
1002660 -2.35774 1 1
1002661 2.37776 1 1
1002662 -2.42166 1 1
1002663 -1.36682 1 1
1002664 4.84769 1 1
1002665 4.06015 1 1
1002666 -2.29256 1 1
1002667 4.27368 1 1
1002668 -1.86093 1 1
1002669 -1.6519 1 1
1002670 1.61913 1 1
1002671 3.22805 1 1
1002672 -3.50054 1 1
1002673 10.2642 1 1
1002674 -5.43618 1 1
1002675 -1.57172 1 1
1002676 -7.85382 1 1
1002677 -10.7018 1 1
1002678 2.08201 1 1
1002679 -1.11344 1 1
1002680 1.11781 1 1
1002681 0.725577 1 1
1002682 -4.60636 1 1
1002683 5.67658 1 1
1002684 8.06778 1 1
1002685 4.15302 1 1
1002686 2.47848 1 1
1002687 -1.62345 1 1
1002688 0.188434 1 1
1002689 -4.36818 1 1
1002690 4.36078 1 1
1002691 -2.12932 1 1
1002692 -5.53483 1 1
1002693 -2.0613 1 1
1002694 0.451867 1 1
1002695 5.28091 1 1
1002696 -5.02729 1 1
1002697 -2.24552 1 1
1002698 -3.52034 1 1
1002699 -7.24637 1 1
1002700 -0.0907173 1 1
1002701 -6.05163 1 1
1002702 -1.5309 1 1
1002703 -3.0471 1 1
1002704 3.42137 1 1
1002705 -2.02158 1 1
1002706 5.80542 1 1
1002707 -6.13679 1 1
1002708 4.5029 1 1
1002709 -4.65997 1 1
1002710 -3.40468 1 1
1002711 -9.23429 1 1
1002712 -2.06143 1 1
1002713 4.42969 1 1
1002714 -0.820182 1 1
1002715 -3.79627 1 1
1002716 -1.98752 1 1
1002717 0.358814 1 1
1002718 -0.00151966 1 1
1002719 -3.30501 1 1
1002720 -10.1798 1 1
1002721 0.819967 1 1
1002722 -3.6564 1 1
1002723 -1.65172 1 1
1002724 -5.00344 1 1
1002725 -2.08197 1 1
1002726 -1.13272 1 1
1002727 7.57022 1 1
1002728 -2.81782 1 1
1002729 -0.370937 1 1
1002730 -4.05847 1 1
1002731 -2.28709 1 1
1002732 1.86147 1 1
1002733 -10.8724 1 1
1002734 7.4222 1 1
1002735 -3.30104 1 1
1002736 -2.11367 1 1
1002737 -1.2542 1 1
1002738 -0.960797 1 1
1002739 1.74152 1 1
1002740 1.64083 1 1
1002741 -2.55695 1 1
1002742 -2.66213 1 1
1002743 -2.57423 1 1
1002744 -1.98845 1 1
1002745 -4.38729 1 1
1002746 -3.25015 1 1
1002747 -4.5494 1 1
1002748 -3.50691 1 1
1002749 -0.641755 1 1
1002750 -4.24364 1 1
1002751 1.39987 1 1
1002752 1.55157 1 1
1002753 4.19197 1 1
1002754 -6.07226 1 1
1002755 -1.33664 1 1
1002756 -1.82697 1 1
1002757 -1.03258 1 1
1002758 -0.426146 1 1
1002759 5.63341 1 1
1002760 -0.122414 1 1
1002761 -0.82785 1 1
1002762 4.19648 1 1
1002763 2.13002 1 1
1002764 2.44585 1 1
1002765 -16.3908 1 1
1002766 -4.36588 1 1
1002767 -0.0154156 1 1
1002768 -3.39207 1 1
1002769 2.25463 1 1
1002770 -5.30269 1 1
1002771 0.36328 1 1
1002772 -2.00828 1 1
1002773 -4.91372 1 1
1002774 -4.2349 1 1
1002775 0.733202 1 1
1002776 -7.13731 1 1
1002777 -3.0621 1 1
1002778 4.82982 1 1
1002779 -0.452387 1 1
1002780 -2.52856 1 1
1002781 -4.89943 1 1
1002782 7.13465 1 1
1002783 1.95667 1 1
1002784 5.34397 1 1
1002785 -4.33 1 1
1002786 -3.03188 1 1
1002787 -3.28869 1 1
1002788 -4.01483 1 1
1002789 0.117596 1 1
1002790 5.59019 1 1
1002791 3.87536 1 1
1002792 -3.09352 1 1
1002793 -6.68009 1 1
1002794 -4.7569 1 1
1002795 -3.89435 1 1
1002796 -2.63634 1 1
1002797 4.50219 1 1
1002798 5.28041 1 1
1002799 -0.379562 1 1
1002800 1.60612 1 1
1002801 3.33824 1 1
1002802 1.42505 1 1
1002803 4.80259 1 1
1002804 -3.94617 1 1
1002805 3.21944 1 1
1002806 -7.01703 1 1
1002807 -3.66627 1 1
1002808 3.72941 1 1
1002809 -3.51915 1 1
1002810 3.15372 1 1
1002811 3.26952 1 1
1002812 0.0893485 1 1
1002813 -1.4748 1 1
1002814 -1.50814 1 1
1002815 4.31214 1 1
1002816 1.75248 1 1
1002817 -3.58697 1 1
1002818 -0.216343 1 1
1002819 4.0593 1 1
1002820 -0.769672 1 1
1002821 -5.59142 1 1
1002822 2.8125 1 1
1002823 -2.33822 1 1
1002824 5.39089 1 1
1002825 3.45635 1 1
1002826 4.58637 1 1
1002827 -6.0109 1 1
1002828 -0.638952 1 1
1002829 4.04673 1 1
1002830 1.76507 1 1
1002831 -9.44371 1 1
1002832 1.30604 1 1
1002833 -3.55513 1 1
1002834 8.05714 1 1
1002835 5.11383 1 1
1002836 6.12625 1 1
1002837 6.92741 1 1
1002838 1.66322 1 1
1002839 2.75434 1 1
1002840 -5.04126 1 1
1002841 -2.70364 1 1
1002842 0.31456 1 1
1002843 -0.783984 1 1
1002844 -7.814 1 1
1002845 0.122946 1 1
1002846 7.80006 1 1
1002847 -2.56821 1 1
1002848 7.10792 1 1
1002849 4.96378 1 1
1002850 5.22108 1 1
1002851 2.79548 1 1
1002852 -0.950951 1 1
1002853 -2.30208 1 1
1002854 1.79894 1 1
1002855 -0.267184 1 1
1002856 -3.36208 1 1
1002857 12.14 1 1
1002858 -3.01126 1 1
1002859 -4.3847 1 1
1002860 -4.42339 1 1
1002861 -4.22436 1 1
1002862 0.996804 1 1
1002863 0.589687 1 1
1002864 -3.09097 1 1
1002865 6.07298 1 1
1002866 -0.186774 1 1
1002867 -1.54301 1 1
1002868 5.35957 1 1
1002869 -0.00197936 1 1
1002870 4.69448 1 1
1002871 -0.824528 1 1
1002872 3.58336 1 1
1002873 -5.99024 1 1
1002874 -2.92787 1 1
1002875 3.235 1 1
1002876 -0.646323 1 1
1002877 1.58861 1 1
1002878 -2.20191 1 1
1002879 -8.78652 1 1
1002880 -1.18167 1 1
1002881 2.14325 1 1
1002882 1.51338 1 1
1002883 3.31903 1 1
1002884 -3.69212 1 1
1002885 4.8261 1 1
1002886 5.59206 1 1
1002887 -5.63609 1 1
1002888 4.7771 1 1
1002889 -2.25202 1 1
1002890 1.41053 1 1
1002891 -1.22144 1 1
1002892 -0.590809 1 1
1002893 2.98407 1 1
1002894 3.41367 1 1
1002895 7.43466 1 1
1002896 -2.64891 1 1
1002897 -1.94462 1 1
1002898 -2.32971 1 1
1002899 -1.65323 1 1
1002900 -1.45655 1 1
1002901 3.55688 1 1
1002902 0.154136 1 1
1002903 5.22673 1 1
1002904 -4.15494 1 1
1002905 2.12741 1 1
1002906 4.98642 1 1
1002907 1.49616 1 1
1002908 2.29653 1 1
1002909 -3.0946 1 1
1002910 -1.40928 1 1
1002911 0.112604 1 1
1002912 -5.41266 1 1
1002913 -0.491593 1 1
1002914 -7.35078 1 1
1002915 0.536792 1 1
1002916 -0.343203 1 1
1002917 2.36391 1 1
1002918 1.29596 1 1
1002919 -5.76385 1 1
1002920 -5.78694 1 1
1002921 -1.76159 1 1
1002922 7.27443 1 1
1002923 6.61174 1 1
1002924 -2.23946 1 1
1002925 -0.189383 1 1
1002926 0.631344 1 1
1002927 -3.51349 1 1
1002928 2.49988 1 1
1002929 3.3533 1 1
1002930 -2.02883 1 1
1002931 -13.3156 1 1
1002932 2.82736 1 1
1002933 -7.13454 1 1
1002934 -3.3163 1 1
1002935 1.45488 1 1
1002936 2.76005 1 1
1002937 5.33837 1 1
1002938 1.35743 1 1
1002939 -4.54523 1 1
1002940 -4.58373 1 1
1002941 2.29763 1 1
1002942 3.24273 1 1
1002943 -5.3407 1 1
1002944 -5.37473 1 1
1002945 -3.62042 1 1
1002946 4.14329 1 1
1002947 -7.51708 1 1
1002948 0.0253004 1 1
1002949 -2.31943 1 1
1002950 -4.50596 1 1
1002951 4.64194 1 1
1002952 -3.52407 1 1
1002953 3.84721 1 1
1002954 -12.0876 1 1
1002955 -1.73773 1 1
1002956 0.639744 1 1
1002957 -0.774135 1 1
1002958 0.754287 1 1
1002959 -5.90943 1 1
1002960 -1.59724 1 1
1002961 2.94987 1 1
1002962 -5.7947 1 1
1002963 -6.94135 1 1
1002964 3.04079 1 1
1002965 -8.28353 1 1
1002966 6.07935 1 1
1002967 -3.83555 1 1
1002968 5.37772 1 1
1002969 1.78981 1 1
1002970 3.38968 1 1
1002971 -5.51683 1 1
1002972 9.85036 1 1
1002973 -2.57953 1 1
1002974 0.310924 1 1
1002975 1.33749 1 1
1002976 1.14409 1 1
1002977 -8.89684 1 1
1002978 -3.14959 1 1
1002979 -0.997073 1 1
1002980 -3.59101 1 1
1002981 -2.83861 1 1
1002982 8.56056 1 1
1002983 0.212097 1 1
1002984 -4.16186 1 1
1002985 -4.46678 1 1
1002986 -3.28342 1 1
1002987 1.73243 1 1
1002988 2.36136 1 1
1002989 0.938193 1 1
1002990 1.22367 1 1
1002991 0.183548 1 1
1002992 6.93098 1 1
1002993 -5.77942 1 1
1002994 -5.99694 1 1
1002995 5.92034 1 1
1002996 4.59741 1 1
1002997 1.28506 1 1
1002998 -2.28977 1 1
1002999 2.11794 1 1
1003000 -0.668234 1 1
1003001 2.81011 1 1
1003002 2.87749 1 1
1003003 1.23815 1 1
1003004 -2.11247 1 1
1003005 4.30205 1 1
1003006 3.3748 1 1
1003007 -2.7917 1 1
1003008 -0.396466 1 1
1003009 -1.1623 1 1
1003010 3.52037 1 1
1003011 1.20941 1 1
1003012 -2.17718 1 1
1003013 -1.75903 1 1
1003014 -3.1388 1 1
1003015 -3.16343 1 1
1003016 -10.5895 1 1
1003017 1.61724 1 1
1003018 0.0689754 1 1
1003019 -1.14385 1 1
1003020 5.88872 1 1
1003021 -1.29176 1 1
1003022 -7.48786 1 1
1003023 -6.7555 1 1
1003024 9.03181 1 1
1003025 -0.673938 1 1
1003026 3.43763 1 1
1003027 3.41758 1 1
1003028 -6.32026 1 1
1003029 6.85163 1 1
1003030 7.28111 1 1
1003031 -0.726018 1 1
1003032 2.93627 1 1
1003033 7.36139 1 1
1003034 1.96998 1 1
1003035 -3.72391 1 1
1003036 -3.26538 1 1
1003037 0.126744 1 1
1003038 4.02214 1 1
1003039 1.06868 1 1
1003040 -3.50459 1 1
1003041 -11.0461 1 1
1003042 -1.42691 1 1
1003043 -6.60604 1 1
1003044 0.467419 1 1
1003045 -0.340197 1 1
1003046 2.22836 1 1
1003047 0.517541 1 1
1003048 -2.59541 1 1
1003049 -6.27833 1 1
1003050 2.4657 1 1
1003051 2.48446 1 1
1003052 0.806384 1 1
1003053 1.38812 1 1
1003054 6.49097 1 1
1003055 2.07325 1 1
1003056 -0.0586572 1 1
1003057 -1.2732 1 1
1003058 8.88336 1 1
1003059 1.9828 1 1
1003060 -5.4354 1 1
1003061 -0.690904 1 1
1003062 2.19718 1 1
1003063 4.78118 1 1
1003064 5.15208 1 1
1003065 -4.61488 1 1
1003066 3.04559 1 1
1003067 -1.77842 1 1
1003068 0.463185 1 1
1003069 -2.27105 1 1
1003070 -6.30435 1 1
1003071 -2.31403 1 1
1003072 5.388 1 1
1003073 -0.0618988 1 1
1003074 2.08124 1 1
1003075 4.19542 1 1
1003076 -0.845643 1 1
1003077 -2.09719 1 1
1003078 -3.04522 1 1
1003079 1.7237 1 1
1003080 -0.655168 1 1
1003081 -2.69682 1 1
1003082 7.92316 1 1
1003083 -2.81653 1 1
1003084 6.54259 1 1
1003085 8.88645 1 1
1003086 3.03585 1 1
1003087 -4.5465 1 1
1003088 -3.64447 1 1
1003089 2.10088 1 1
1003090 -8.13656 1 1
1003091 2.3856 1 1
1003092 6.70902 1 1
1003093 6.5624 1 1
1003094 -3.44768 1 1
1003095 6.64174 1 1
1003096 -2.07468 1 1
1003097 1.38221 1 1
1003098 -0.0586314 1 1
1003099 -1.36968 1 1
1003100 -0.0671625 1 1
1003101 -2.3917 1 1
1003102 -1.17598 1 1
1003103 2.63408 1 1
1003104 -1.94289 1 1
1003105 -0.539916 1 1
1003106 1.91902 1 1
1003107 3.48111 1 1
1003108 -2.36426 1 1
1003109 13.001 1 1
1003110 -0.949761 1 1
1003111 -7.30814 1 1
1003112 2.07522 1 1
1003113 -1.41318 1 1
1003114 5.07704 1 1
1003115 5.97919 1 1
1003116 0.0106579 1 1
1003117 3.43157 1 1
1003118 -3.30353 1 1
1003119 -12.5535 1 1
1003120 1.23194 1 1
1003121 -7.09576 1 1
1003122 -1.96299 1 1
1003123 3.03007 1 1
1003124 0.562011 1 1
1003125 1.20927 1 1
1003126 5.12116 1 1
1003127 2.46852 1 1
1003128 -5.79444 1 1
1003129 -3.96195 1 1
1003130 0.304484 1 1
1003131 3.83813 1 1
1003132 3.83756 1 1
1003133 -1.07825 1 1
1003134 1.22329 1 1
1003135 5.49425 1 1
1003136 6.15121 1 1
1003137 -3.06009 1 1
1003138 4.54175 1 1
1003139 10.5284 1 1
1003140 2.69051 1 1
1003141 0.76662 1 1
1003142 -5.0765 1 1
1003143 -3.27199 1 1
1003144 -3.04971 1 1
1003145 1.89488 1 1
1003146 -0.084182 1 1
1003147 -4.10118 1 1
1003148 -10.7222 1 1
1003149 4.32649 1 1
1003150 2.72605 1 1
1003151 -6.42103 1 1
1003152 -4.37854 1 1
1003153 2.48417 1 1
1003154 3.73337 1 1
1003155 5.98756 1 1
1003156 -4.69991 1 1
1003157 2.00762 1 1
1003158 0.363765 1 1
1003159 -3.5285 1 1
1003160 2.32 1 1
1003161 0.881375 1 1
1003162 -11.5232 1 1
1003163 5.59305 1 1
1003164 -3.94966 1 1
1003165 6.21487 1 1
1003166 1.67803 1 1
1003167 -7.85886 1 1
1003168 -0.160905 1 1
1003169 1.83848 1 1
1003170 -1.73359 1 1
1003171 4.99915 1 1
1003172 3.47327 1 1
1003173 0.681741 1 1
1003174 1.35125 1 1
1003175 0.490889 1 1
1003176 -6.97882 1 1
1003177 -4.64294 1 1
1003178 4.72127 1 1
1003179 -1.19088 1 1
1003180 -4.34728 1 1
1003181 -3.84292 1 1
1003182 5.13312 1 1
1003183 6.08775 1 1
1003184 2.28051 1 1
1003185 -14.388 1 1
1003186 -7.68834 1 1
1003187 -4.68151 1 1
1003188 -2.07737 1 1
1003189 4.24617 1 1
1003190 4.88938 1 1
1003191 -0.532553 1 1
1003192 3.88136 1 1
1003193 8.49887 1 1
1003194 -3.86351 1 1
1003195 5.33419 1 1
1003196 -4.8211 1 1
1003197 -1.53635 1 1
1003198 3.53624 1 1
1003199 3.54354 1 1
1003200 -1.49391 1 1
1003201 3.97813 1 1
1003202 0.250573 1 1
1003203 1.43187 1 1
1003204 -4.14581 1 1
1003205 -8.03816 1 1
1003206 4.74906 1 1
1003207 1.76926 1 1
1003208 -3.41664 1 1
1003209 -6.28794 1 1
1003210 4.94614 1 1
1003211 1.60446 1 1
1003212 9.03475 1 1
1003213 0.254659 1 1
1003214 -4.88209 1 1
1003215 -0.780707 1 1
1003216 3.73586 1 1
1003217 3.10876 1 1
1003218 -10.3926 1 1
1003219 -3.30305 1 1
1003220 -0.0157202 1 1
1003221 -0.142485 1 1
1003222 2.06661 1 1
1003223 -2.74099 1 1
1003224 3.40733 1 1
1003225 -1.36908 1 1
1003226 1.05747 1 1
1003227 2.23251 1 1
1003228 -5.10096 1 1
1003229 -6.94817 1 1
1003230 5.45398 1 1
1003231 -6.25888 1 1
1003232 -2.5018 1 1
1003233 0.985501 1 1
1003234 -1.03042 1 1
1003235 -6.17977 1 1
1003236 1.1947 1 1
1003237 4.1875 1 1
1003238 -7.10386 1 1
1003239 1.80375 1 1
1003240 1.7441 1 1
1003241 4.45993 1 1
1003242 1.74122 1 1
1003243 -6.02877 1 1
1003244 -7.91395 1 1
1003245 -6.98425 1 1
1003246 4.54644 1 1
1003247 -1.13184 1 1
1003248 1.31244 1 1
1003249 2.37434 1 1
1003250 2.7436 1 1
1003251 -0.984732 1 1
1003252 -0.727585 1 1
1003253 3.22278 1 1
1003254 -5.53844 1 1
1003255 7.25982 1 1
1003256 2.69137 1 1
1003257 0.656552 1 1
1003258 0.607248 1 1
1003259 2.19207 1 1
1003260 -5.86969 1 1
1003261 3.41277 1 1
1003262 0.244586 1 1
1003263 1.78953 1 1
1003264 -0.29274 1 1
1003265 -0.884693 1 1
1003266 3.27917 1 1
1003267 -4.52394 1 1
1003268 -2.70757 1 1
1003269 -4.6409 1 1
1003270 8.23711 1 1
1003271 7.5172 1 1
1003272 -0.23339 1 1
1003273 -6.71021 1 1
1003274 -1.35741 1 1
1003275 2.6767 1 1
1003276 5.99991 1 1
1003277 -1.68003 1 1
1003278 7.6599 1 1
1003279 0.987888 1 1
1003280 -8.28416 1 1
1003281 -8.94995 1 1
1003282 1.06871 1 1
1003283 0.156941 1 1
1003284 7.68969 1 1
1003285 0.223866 1 1
1003286 -6.23244 1 1
1003287 0.238806 1 1
1003288 -4.46719 1 1
1003289 4.02287 1 1
1003290 -0.635253 1 1
1003291 -1.92723 1 1
1003292 3.7326 1 1
1003293 -6.12087 1 1
1003294 -2.56878 1 1
1003295 -7.08442 1 1
1003296 3.2884 1 1
1003297 0.948735 1 1
1003298 3.18076 1 1
1003299 5.73988 1 1
1003300 -5.43439 1 1
1003301 -1.097 1 1
1003302 -5.74964 1 1
1003303 -1.2877 1 1
1003304 6.75122 1 1
1003305 2.13468 1 1
1003306 1.86228 1 1
1003307 -2.23864 1 1
1003308 -1.15897 1 1
1003309 -1.97979 1 1
1003310 0.00758294 1 1
1003311 -1.32745 1 1
1003312 4.4982 1 1
1003313 -4.49671 1 1
1003314 -2.02851 1 1
1003315 0.797479 1 1
1003316 6.54243 1 1
1003317 1.26817 1 1
1003318 -2.86389 1 1
